market,is_cumulative,seq,code,name,board_date,purpose_code,amount_cap,planned_shares,price_low,price_high,period_start,period_end,done,standard_data,bought_shares,cancelled_transferred_shares,bought_ratio_pct,bought_amount,avg_price,bought_of_outstanding_pct,note,purpose_text
otc,False,236,5278,尚凡*,102/07/31,3,"241,765,580","1,000,000",135.00,165.00,102/08/01,102/09/30,Y,,"500,000","500,000",50.00,"69,144,746",138.29,3.79,為兼顧市場機制並維護整體股東權益，本公司視股價變化及成交量狀況執行分批買回策略，故未執行完畢。,維護公司信用及股東權益並辦理註銷
otc,False,236,5278,尚凡*,103/11/28,3,"188,090,824","996,000",35.00,60.00,103/12/01,104/01/31,Y,,"4,000","4,000",0.40,"184,073",46.02,0.03,為兼顧市場機制並維護整體股東權益，本公司視股價變化及成交量狀況執行分批買回策略，故未執行完畢。,維護公司信用及股東權益並辦理註銷
otc,False,236,5278,尚凡*,104/08/12,3,"161,032,233","994,800",15.00,34.00,104/08/13,104/10/12,Y,,"474,000","474,000",47.65,"11,318,961",23.88,3.59,本公司視股價變化及成交量狀況執行分批買回策略，故未執行完畢。,維護公司信用及股東權益並辦理註銷
otc,False,236,5278,尚凡*,115/03/25,1,"550,362,709","13,500,000",16.95,40.55,115/03/26,115/05/25,Y,,"6,767,002",,50.13,"160,669,033",23.74,2.26,為兼顧市場機制並維護整體股東權益，本公司視股價變化及成交量狀況執行分批買回策略，故未執行完畢。,轉讓股份予員工
otc,True,累計,5278,尚凡*,----,----,----,"16,490,800",----,----,----,----,----,,"7,745,002","978,000",46.97,"241,316,813",----,----,----,----
otc,False,237,5291,邑昇,105/06/27,1,"325,809,725","2,000,000",10.00,21.00,105/06/28,105/08/27,Y,,"770,000","770,000",38.50,"11,318,685",14.70,2.30,考量庫藏股買回期間股價變化及實際成交量，本公司需顧及市場機制及維護股東權益，故未執行完畢。,轉讓股份予員工
otc,False,237,5291,邑昇,109/03/19,3,"381,350,934","1,500,000",13.00,30.00,109/03/20,109/05/18,Y,,"802,000","802,000",53.47,"17,189,059",21.43,2.07,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，故未執行完畢。,維護公司信用及股東權益並辦理註銷
otc,False,237,5291,邑昇,114/04/10,3,"543,559,996","1,500,000",13.41,38.82,114/04/11,114/06/09,Y,,"1,035,000","1,035,000",69.00,"26,052,360",25.17,2.53,為維護整體股東權益及兼顧市場機制，視股價變化於價格區間內採分批買回策略，故未執行完畢。,維護公司信用及股東權益並辦理註銷
otc,True,累計,5291,邑昇,----,----,----,"5,000,000",----,----,----,----,----,,"2,607,000","2,607,000",52.14,"54,560,104",----,----,----,----
otc,False,238,5301,寶得利,105/09/27,1,"450,477,143","3,000,000",22.00,36.00,105/09/29,105/11/28,Y,,"2,555,000","2,555,000",85.17,"72,023,925",28.19,2.38,,轉讓股份予員工
otc,False,238,5301,寶得利,106/03/27,1,"290,166,165","445,000",20.00,36.00,106/03/28,106/05/27,Y,,"70,000","70,000",15.73,"1,632,269",23.32,0.06,為兼顧市場機制穩定股價並顧及未來員工認股意願，因而未依原預定數量執行完畢。,轉讓股份予員工
otc,True,累計,5301,寶得利,----,----,----,"3,445,000",----,----,----,----,----,,"2,625,000","2,625,000",76.20,"73,656,194",----,----,----,----
otc,False,239,5302,太欣,92/03/06,3,"1,164,359,855","5,000,000",10.00,12.00,92/03/07,92/04/06,Y,,"2,325,000","2,325,000",46.50,"23,801,604",10.24,0.80,"依市場狀況及維持穩定股價,進行買回,受價量因素,致期限借滿仍未",維護公司信用及股東權益並辦理註銷
otc,False,239,5302,太欣,92/09/16,3,"923,658,321","5,000,000",7.00,11.00,92/09/17,92/11/14,Y,,"5,000,000","5,000,000",100.00,"43,118,526",8.62,1.74,,維護公司信用及股東權益並辦理註銷
otc,False,239,5302,太欣,92/11/10,3,"863,824,667","5,000,000",7.00,11.00,92/11/11,93/01/09,Y,,"1,677,000","1,677,000",33.54,"14,662,990",8.74,0.58,"依市場狀況及維持穩定股價,進行買回,受價量因素,期限屆滿仍未全",維護公司信用及股東權益並辦理註銷
otc,False,239,5302,太欣,93/01/12,3,"863,824,667","5,000,000",8.00,11.00,93/01/13,93/03/12,Y,,"609,000","609,000",12.18,"5,942,954",9.76,0.21,"依市場狀況及為維持穩定股價進行買回,受價量因素,期限屆滿仍未全",維護公司信用及股東權益並辦理註銷
otc,False,239,5302,太欣,94/12/05,3,"631,364,310","2,000,000",8.00,13.00,94/12/06,94/12/26,Y,,"2,000,000","2,000,000",100.00,"20,863,515",10.43,0.72,,維護公司信用及股東權益並辦理註銷
otc,False,239,5302,太欣,94/12/05,1,"631,364,310","3,000,000",8.00,13.00,94/12/27,95/01/25,Y,,"3,000,000","3,000,000",100.00,"32,488,773",10.83,1.07,,轉讓股份予員工
otc,False,239,5302,太欣,95/03/16,3,"631,364,310","5,000,000",8.00,13.00,95/03/17,95/05/16,Y,,"5,000,000","5,000,000",100.00,"49,272,791",9.85,1.79,,維護公司信用及股東權益並辦理註銷
otc,False,239,5302,太欣,95/06/05,3,"437,511,832","10,000,000",8.00,13.00,95/06/06,95/06/23,Y,,"7,000,000","7,000,000",70.00,"70,387,809",10.06,2.52,"因減資變更登記,執行期限由950804提前至950623止。",維護公司信用及股東權益並辦理註銷
otc,False,239,5302,太欣,96/08/22,1,"283,894,399","1,200,000",28.90,50.00,96/08/23,96/10/22,Y,,"317,000","317,000",26.42,"15,190,045",47.92,0.20,依市場狀況及維持穩定股價進行買回，受價量因素、並為顧及本公司股東權益，致期限屆滿仍未執行完成。,轉讓股份予員工
otc,True,累計,5302,太欣,----,----,----,"41,200,000",----,----,----,----,----,,"26,928,000","26,928,000",65.36,"275,729,007",----,----,----,----
otc,False,240,5309,系統電,114/04/10,1,"941,276,148","3,000,000",28.00,36.00,114/04/11,114/06/10,Y,,"2,115,000","1,220,000",70.50,"73,951,941",34.97,1.10,為維護全體股東權益及兼顧市場交易機制，本公司視股價變化及成交量狀況採分批買回策略，故未執行完畢。,轉讓股份予員工
otc,True,累計,5309,系統電,----,----,----,"3,000,000",----,----,----,----,----,,"2,115,000","1,220,000",70.50,"73,951,941",----,----,----,----
otc,False,241,5310,天剛,90/06/26,1,"374,148,405","3,000,000",8.00,17.00,90/06/27,90/08/26,Y,,"2,000,000","2,000,000",66.67,"22,638,601",11.32,2.50,成交量低迷，購入成本過高。,轉讓股份予員工
otc,False,241,5310,天剛,91/02/18,1,"400,754,708","3,000,000",16.00,33.00,91/02/19,91/04/18,Y,,"1,189,000","1,189,000",39.63,"26,660,921",22.42,1.40,自三月中旬，股價已超過買回價格上限，致無法買進。,轉讓股份予員工
otc,False,241,5310,天剛,93/06/30,1,"55,968,000","4,000,000",4.76,11.65,93/07/01,93/08/30,Y,,"2,115,445","2,115,445",52.89,"30,934,488",14.62,2.10,,轉讓股份予員工
otc,False,241,5310,天剛,107/09/25,1,"85,415,191","1,000,000",55.00,80.00,107/09/26,107/11/25,Y,,"1,000,000","1,000,000",100.00,"59,888,489",59.89,2.02,,轉讓股份予員工
otc,True,累計,5310,天剛,----,----,----,"11,000,000",----,----,----,----,----,,"6,304,445","6,304,445",57.31,"140,122,499",----,----,----,----
otc,False,242,5314,世紀*,89/11/08,1,"1,387,362,000","6,000,000",16.50,30.00,89/11/09,90/01/08,Y,,"810,000","810,000",13.50,"13,229,420",16.33,0.53,"""由於股市持續下滑,考量轉讓員工價格高及員工意願,董事會決議取",轉讓股份予員工
otc,False,242,5314,世紀*,89/11/22,1,"1,387,362,000","5,000,000",10.70,30.00,89/11/23,90/01/22,Y,,"372,000","372,000",7.44,"5,483,401",14.74,0.24,"""執行期間受金融信用及產葉影響,考量有波及未來營運,未能全數買",轉讓股份予員工
otc,False,242,5314,世紀*,94/11/03,1,"6,827,413","1,400,000",3.50,6.00,94/11/04,95/01/03,Y,,"1,400,000","1,400,000",100.00,"6,570,101",4.69,1.25,,轉讓股份予員工
otc,False,242,5314,世紀*,114/04/10,3,"219,076,595","2,000,000",37.00,85.00,114/04/11,114/06/10,Y,,"2,000,000","2,000,000",100.00,"126,634,273",63.32,0.68,,維護公司信用及股東權益並辦理註銷
otc,False,242,5314,世紀*,115/03/30,3,"1,169,035,923","2,500,000",60.00,95.00,115/03/31,115/05/30,Y,,"2,500,000",,100.00,"197,459,557",78.98,0.86,,維護公司信用及股東權益並辦理註銷
otc,True,累計,5314,世紀*,----,----,----,"16,900,000",----,----,----,----,----,,"7,082,000","4,582,000",41.91,"349,376,752",----,----,----,----
otc,False,243,5315,光聯,93/12/10,3,"222,130,000","1,200,000",11.50,16.80,93/12/16,94/02/15,Y,,"1,200,000","1,200,000",100.00,"16,469,705",13.72,0.57,,維護公司信用及股東權益並辦理註銷
otc,False,243,5315,光聯,94/08/29,1,"157,646,000","2,500,000",8.00,12.00,94/08/30,94/10/30,Y,,"2,500,000","2,500,000",100.00,"21,509,651",8.60,1.17,,轉讓股份予員工
otc,False,243,5315,光聯,95/03/06,1,"150,358,000","2,500,000",9.00,13.00,95/03/07,95/05/05,Y,,"1,145,000","1,145,000",45.80,"11,438,097",9.99,0.48,股市回溫,轉讓股份予員工
otc,False,243,5315,光聯,106/06/09,1,"161,222,935","5,000,000",20.00,32.00,106/06/10,106/08/09,Y,,"3,000,000","3,000,000",60.00,"63,598,828",21.20,2.82,"為兼顧市場機制,並維護股東權益,本公司視股價變化採行分批買回策略",轉讓股份予員工
otc,False,243,5315,光聯,109/03/16,1,"173,245,466","3,000,000",10.00,20.00,109/03/17,109/05/16,Y,,"3,000,000","3,000,000",100.00,"36,121,765",12.04,2.82,,轉讓股份予員工
otc,True,累計,5315,光聯,----,----,----,"14,200,000",----,----,----,----,----,,"10,845,000","10,845,000",76.37,"149,138,046",----,----,----,----
otc,False,244,5321,美而快,92/09/12,1,"53,067,559","3,000,000",5.39,10.00,92/09/13,92/11/12,Y,,"3,000,000","3,000,000",100.00,"24,656,416",8.22,2.01,,轉讓股份予員工
otc,True,累計,5321,美而快,----,----,----,"3,000,000",----,----,----,----,----,,"3,000,000","3,000,000",100.00,"24,656,416",----,----,----,----
otc,False,245,5328,華容,89/10/05,1,"545,138,000","2,500,000",7.14,15.00,89/10/06,89/11/05,Y,,"2,500,000","2,500,000",100.00,"28,179,168",11.27,1.79,,轉讓股份予員工
otc,False,245,5328,華容,89/12/11,1,"872,748,000","2,500,000",3.71,11.30,89/12/12,90/02/11,Y,,"1,480,000","1,480,000",59.20,"12,195,403",8.24,1.06,執行期間成交價格與本公司公告申報買回區間價格不符,轉讓股份予員工
otc,False,245,5328,華容,93/08/27,1,"391,300,614","7,000,000",3.26,10.00,93/08/30,93/10/29,Y,,"3,332,000","3,332,000",47.60,"15,741,218",4.72,1.61,"為維護整體股東權益,本公司視股價變化買回公司股份。",轉讓股份予員工
otc,False,245,5328,華容,100/03/28,1,"15,232,532","1,380,000",8.50,11.00,100/03/29,100/05/28,Y,,"1,380,000","1,380,000",100.00,"13,758,939",9.97,0.61,,轉讓股份予員工
otc,False,245,5328,華容,100/07/23,3,"64,556,630","5,450,000",5.50,11.00,100/07/26,100/09/24,Y,,"5,450,000","5,450,000",100.00,"40,849,725",7.50,2.39,,維護公司信用及股東權益並辦理註銷
otc,False,245,5328,華容,100/12/21,3,"82,412,252","8,300,000",4.21,8.20,100/12/23,101/02/21,Y,,"8,300,000","8,300,000",100.00,"60,055,781",7.24,3.65,,維護公司信用及股東權益並辦理註銷
otc,False,245,5328,華容,106/01/17,3,"44,338,690","4,400,000",6.00,10.00,106/01/18,106/03/17,Y,,"4,400,000","4,400,000",100.00,"35,886,009",8.16,2.47,,維護公司信用及股東權益並辦理註銷
otc,False,245,5328,華容,106/06/20,3,"13,985,559","1,200,000",7.00,11.25,106/06/20,106/08/19,Y,,"1,200,000","1,200,000",100.00,"10,433,872",8.69,0.69,,維護公司信用及股東權益並辦理註銷
otc,True,累計,5328,華容,----,----,----,"32,730,000",----,----,----,----,----,,"28,042,000","28,042,000",85.68,"217,100,115",----,----,----,----
otc,False,246,5344,立衛,89/10/23,1,"166,054,000","5,000,000",6.76,14.09,89/10/25,89/12/24,Y,,"5,000,000","5,000,000",100.00,"44,272,851",8.85,2.50,,轉讓股份予員工
otc,True,累計,5344,立衛,----,----,----,"5,000,000",----,----,----,----,----,,"5,000,000","5,000,000",100.00,"44,272,851",----,----,----,----
otc,False,247,5347,世界,97/05/16,3,"3,584,308,605","50,000,000",16.00,34.00,97/05/19,97/07/18,Y,,"16,358,000","16,358,000",32.72,"346,034,850",21.15,0.96,"為維護整體股東權益,本公司視股價變化採取分批買回策略.執行率32.7%.",維護公司信用及股東權益並辦理註銷
otc,False,247,5347,世界,97/09/19,3,"3,946,254,239","17,000,000",8.00,13.00,97/09/22,97/11/21,Y,,"17,000,000","17,000,000",100.00,"181,094,850",10.65,0.99,,維護公司信用及股東權益並辦理註銷
otc,False,247,5347,世界,97/10/27,3,"3,946,254,239","30,000,000",8.00,13.00,97/10/28,97/12/27,Y,,"18,000,000","18,000,000",60.00,"147,645,176",8.20,1.06,"為維護整體股東權益,本公司視股價變化採取分批買回策略.執行率60%.",維護公司信用及股東權益並辦理註銷
otc,False,247,5347,世界,99/06/04,3,"2,386,349,696","20,000,000",9.50,20.00,99/06/07,99/08/06,Y,,"16,745,000","16,745,000",83.73,"222,013,520",13.26,1.00,"為維護整體股東權益,本公司視股價變化採取分批買回策略.執行率83.7%.",維護公司信用及股東權益並辦理註銷
otc,False,247,5347,世界,99/08/13,3,"2,386,349,696","20,000,000",10.30,20.00,99/08/16,99/10/15,Y,,"16,856,000","16,856,000",84.28,"222,040,995",13.17,1.01,"為維護整體股東權益,本公司視股價變化採取分批買回策略.執行率84.28%.",維護公司信用及股東權益並辦理註銷
otc,False,247,5347,世界,100/08/12,3,"4,070,370,528","30,000,000",9.00,18.00,100/08/15,100/10/14,Y,,"30,000,000","30,000,000",100.00,"326,585,666",10.89,1.82,,維護公司信用及股東權益並辦理註銷
otc,False,247,5347,世界,100/12/16,1,"4,166,206,652","76,160,000",8.00,15.00,100/12/16,101/02/15,Y,,"44,525,000","44,525,000",58.46,"511,792,410",11.49,2.75,本公司視股價變化採取分批買回策略，執行率58.5%。,轉讓股份予員工
otc,False,247,5347,世界,101/02/17,1,"3,092,754,838","31,635,000",10.00,16.00,101/02/20,101/04/19,Y,,"31,635,000","31,635,000",100.00,"405,984,366",12.83,1.95,,轉讓股份予員工
otc,True,累計,5347,世界,----,----,----,"274,795,000",----,----,----,----,----,,"191,119,000","191,119,000",69.55,"2,363,191,833",----,----,----,----
otc,False,248,5351,鈺創,93/11/11,1,"2,051,378,157","5,000,000",14.00,30.00,93/11/12,94/01/11,Y,,"5,000,000","5,000,000",100.00,"96,960,900",19.39,1.85,,轉讓股份予員工
otc,False,248,5351,鈺創,95/08/29,1,"1,735,220,550","5,000,000",20.00,30.00,95/08/30,95/10/29,Y,,"2,932,000","2,932,000",58.64,"87,841,821",29.96,0.88,市場股價高於本公司預定買回價格,轉讓股份予員工
otc,False,248,5351,鈺創,96/06/11,1,"1,855,186,934","5,000,000",32.00,40.00,96/06/12,96/08/11,Y,,"5,000,000","5,000,000",100.00,"180,890,489",36.18,1.41,,轉讓股份予員工
otc,False,248,5351,鈺創,97/07/01,3,"2,149,637,185","11,000,000",14.00,19.00,97/07/01,97/08/31,Y,,"8,342,000","8,342,000",75.84,"142,661,377",17.10,2.19,庫藏股執行買回期間本公司股價已趨穩定,維護公司信用及股東權益並辦理註銷
otc,False,248,5351,鈺創,97/10/08,3,"1,674,252,418","8,000,000",8.80,18.80,97/10/09,97/12/08,Y,,"8,000,000","8,000,000",100.00,"76,152,889",9.52,1.86,,維護公司信用及股東權益並辦理註銷
otc,False,248,5351,鈺創,97/11/21,3,"1,566,548,087","10,000,000",3.85,10.00,97/11/21,98/01/20,Y,,"5,168,000","5,168,000",51.68,"36,767,206",7.11,1.22,庫藏股執行買回期間本公司股價已漸趨穩定,維護公司信用及股東權益並辦理註銷
otc,False,248,5351,鈺創,100/03/23,1,"1,447,379,688","4,000,000",14.00,22.00,100/03/24,100/05/23,Y,,"550,000","550,000",13.75,"10,011,290",18.20,0.12,為兼顧協調市場機制暨有效運用資金及為維護整體股東權益，故未予全部執行完畢。,轉讓股份予員工
otc,False,248,5351,鈺創,100/07/13,1,"1,119,727,918","3,500,000",10.00,25.00,100/07/13,100/09/12,Y,,"3,500,000","3,500,000",100.00,"43,393,409",12.40,0.79,,轉讓股份予員工
otc,False,248,5351,鈺創,100/09/26,1,"1,047,278,880","8,000,000",6.85,16.80,100/09/27,100/11/26,Y,,"8,000,000","8,000,000",100.00,"87,580,812",10.95,1.77,,轉讓股份予員工
otc,False,248,5351,鈺創,100/12/02,3,"743,047,787","8,000,000",6.50,16.00,100/12/02,101/02/01,Y,,"5,307,000","5,307,000",66.34,"51,898,992",9.78,1.17,庫藏股執行買回期間本公司股價已漸趨穩定。,維護公司信用及股東權益並辦理註銷
otc,False,248,5351,鈺創,101/04/05,3,"423,982,945","8,000,000",7.00,16.50,101/04/06,101/06/05,Y,,"8,000,000","8,000,000",100.00,"75,733,388",9.47,1.79,,維護公司信用及股東權益並辦理註銷
otc,False,248,5351,鈺創,115/07/31,1,"664,849,730","6,600,000",66.00,100.00,115/08/03,115/09/30,N,,,,,,,,,轉讓股份予員工
otc,True,累計,5351,鈺創,----,----,----,"82,100,000",----,----,----,----,----,,"59,799,000","59,799,000",72.84,"889,892,573",----,----,----,----
otc,False,249,5353,台林,89/11/07,1,"1,121,527,000","5,000,000",20.00,25.00,89/11/09,90/01/08,Y,,"2,292,000","2,292,000",45.84,"50,279,438",21.94,2.41,已買回之股份已達穩定股價目的,轉讓股份予員工
otc,False,249,5353,台林,92/03/04,1,"700,910,000","2,500,000",6.00,12.00,92/03/06,92/05/05,Y,,"2,500,000","2,500,000",100.00,"22,415,367",8.97,2.39,,轉讓股份予員工
otc,False,249,5353,台林,92/11/10,3,"562,291,000","3,000,000",8.00,12.00,92/11/12,93/01/11,Y,,0,,0.00,0,0.00,0.00,本公司股價於執行庫藏股期間由9.05元起漲，最高達13元，漲幅43.6,維護公司信用及股東權益並辦理註銷
otc,False,249,5353,台林,93/06/01,1,"453,206,000","5,000,000",8.00,15.00,93/06/02,93/08/01,Y,,"5,000,000","5,000,000",100.00,"47,216,055",9.44,4.88,,轉讓股份予員工
otc,False,249,5353,台林,94/05/11,3,"338,191,000","2,000,000",6.00,10.00,94/05/12,94/07/11,Y,,"2,000,000","2,000,000",100.00,"16,048,006",8.02,1.91,,維護公司信用及股東權益並辦理註銷
otc,False,249,5353,台林,94/10/21,3,"249,459,000","2,500,000",3.50,8.70,94/10/24,94/12/23,Y,,"2,500,000","2,500,000",100.00,"15,280,931",6.11,2.38,,維護公司信用及股東權益並辦理註銷
otc,False,249,5353,台林,95/07/03,1,"210,989,623","4,000,000",4.87,9.21,95/07/04,95/09/03,Y,,"4,000,000","4,000,000",100.00,"30,408,339",7.60,3.98,,轉讓股份予員工
otc,False,249,5353,台林,97/09/23,1,"165,584,212","5,000,000",4.00,10.36,97/09/24,97/11/23,Y,,"5,000,000","5,000,000",100.00,"32,441,512",6.49,4.95,,轉讓股份予員工
otc,False,249,5353,台林,99/02/11,1,"236,475,671","3,000,000",7.60,19.00,99/02/12,99/04/11,Y,,"3,000,000","3,000,000",100.00,"42,082,978",14.03,3.09,,轉讓股份予員工
otc,False,249,5353,台林,100/08/24,3,"257,628,167","3,000,000",8.00,18.00,100/08/25,100/10/24,Y,,"3,000,000","3,000,000",100.00,"34,809,711",11.60,3.09,,維護公司信用及股東權益並辦理註銷
otc,False,249,5353,台林,101/11/15,1,"273,666,891","3,000,000",7.00,13.00,101/11/16,102/01/15,Y,,"249,000","249,000",8.30,"2,237,271",8.99,0.26,因兼顧市場機制、股東權益及考量股價變化，故未予以全部執行完畢。,轉讓股份予員工
otc,False,249,5353,台林,104/08/12,1,"244,160,622","2,000,000",8.00,12.00,104/08/13,104/10/12,Y,,"700,000","700,000",35.00,"6,400,379",9.14,0.77,因兼顧市場機制、維護股東權益及考量股價變化，故未予全部執行完畢。,轉讓股份予員工
otc,True,累計,5353,台林,----,----,----,"40,000,000",----,----,----,----,----,,"30,241,000","30,241,000",75.60,"299,619,987",----,----,----,----
otc,False,250,5355,佳總,92/04/07,1,"138,498,447","2,000,000",5.40,10.50,92/04/07,92/06/06,Y,,"1,994,000","1,994,000",99.70,"17,062,027",8.56,2.68,計算錯誤,轉讓股份予員工
otc,False,250,5355,佳總,103/08/27,3,"30,691,963","1,934,000",7.21,15.51,103/08/28,103/10/27,Y,,"1,934,000","1,934,000",100.00,"19,631,222",10.15,1.15,,維護公司信用及股東權益並辦理註銷
otc,False,250,5355,佳總,104/08/11,3,"76,142,394","7,600,000",4.65,10.00,104/08/12,104/10/11,Y,,"7,600,000","7,600,000",100.00,"55,215,659",7.27,4.37,,維護公司信用及股東權益並辦理註銷
otc,True,累計,5355,佳總,----,----,----,"11,534,000",----,----,----,----,----,,"11,528,000","11,528,000",99.95,"91,908,908",----,----,----,----
otc,False,251,5356,協益,93/09/17,3,"843,140,000","10,000,000",10.00,14.00,93/09/20,93/11/19,Y,,"10,000,000","10,000,000",100.00,"117,061,733",11.71,6.48,,維護公司信用及股東權益並辦理註銷
otc,False,251,5356,協益,93/10/04,3,"843,140,000","5,000,000",10.00,14.00,93/10/05,93/12/03,Y,,"5,000,000","5,000,000",100.00,"60,375,478",12.08,3.24,,維護公司信用及股東權益並辦理註銷
otc,False,251,5356,協益,94/08/23,3,"818,245,000","3,600,000",7.00,12.00,94/08/24,94/10/23,Y,,"3,600,000","3,600,000",100.00,"30,393,958",8.44,2.46,,維護公司信用及股東權益並辦理註銷
otc,False,251,5356,協益,94/10/04,3,"755,418,000","2,665,000",7.00,12.00,94/10/05,94/12/04,Y,,"2,665,000","2,665,000",100.00,"20,929,962",7.85,1.82,,維護公司信用及股東權益並辦理註銷
otc,False,251,5356,協益,99/02/22,3,"620,627,000","10,000,000",7.00,10.50,99/02/24,99/04/22,Y,,"7,559,000","7,559,000",75.59,"77,579,289",10.26,5.40,因本公司股票每股價格已高於決議買回價格區間之上限，且考量買回期間股價已維持穩定，顧及本公司股東權益，故未予以全部執行完畢。,維護公司信用及股東權益並辦理註銷
otc,False,251,5356,協益,101/11/14,3,"2,414,802,000","3,000,000",22.86,50.09,101/11/15,102/01/14,Y,,"3,000,000","3,000,000",100.00,"104,651,982",34.88,2.27,,維護公司信用及股東權益並辦理註銷
otc,False,251,5356,協益,104/08/26,3,"3,473,936,000","5,000,000",25.76,72.76,104/08/26,104/10/25,Y,,"641,000","641,000",12.82,"26,895,286",41.96,0.50,為兼顧市場機制並維護股東權益，本公司視股價變化及成交量狀況執行分批買回策略，故未執行完畢,維護公司信用及股東權益並辦理註銷
otc,True,累計,5356,協益,----,----,----,"39,265,000",----,----,----,----,----,,"32,465,000","32,465,000",82.68,"437,887,688",----,----,----,----
otc,False,252,5364,力麗店,97/07/08,1,"786,399,972","8,600,000",11.00,28.00,97/07/09,97/08/08,Y,,"3,278,000","3,278,000",38.12,"55,775,207",17.02,2.02,"依法令規定,公司於辦理除權息公告之日起至停止過戶日前2日止之期間,不得買回本公司股份.",轉讓股份予員工
otc,False,252,5364,力麗店,97/09/16,1,"734,360,941","8,000,000",5.50,17.50,97/09/17,97/10/16,Y,,"2,636,000","2,636,000",32.95,"20,534,404",7.79,1.39,為兼顧市場機制，並維護整體股東權益，本公司視股價變化採分批買回，故本次買回庫藏股未能執行完畢。,轉讓股份予員工
otc,False,252,5364,力麗店,98/02/26,1,"794,763,202","3,000,000",3.50,10.00,98/02/27,98/03/31,Y,,"1,708,000","1,708,000",56.93,"9,731,049",5.70,0.90,考量買回期間股價維持穩定並顧及股東權益與員工未來認股意願，故未予以執行完畢。,轉讓股份予員工
otc,True,累計,5364,力麗店,----,----,----,"19,600,000",----,----,----,----,----,,"7,622,000","7,622,000",38.89,"86,040,660",----,----,----,----
otc,False,253,5371,中光電,92/08/28,1,"2,873,366,133","20,000,000",16.00,36.00,92/09/01,92/10/28,Y,,"4,897,000","4,897,000",24.49,"116,480,042",23.79,1.28,因買回期間公司股價穩定，為顧及本公司股東權益及考量員工未來認,轉讓股份予員工
otc,False,253,5371,中光電,92/10/29,1,"3,049,517,769","15,000,000",18.00,37.00,92/10/31,92/12/29,Y,,"934,000","934,000",6.23,"21,912,938",23.46,0.24,因買回期間公司股價穩定，為顧及本公司股東權益及考量員工未來認,轉讓股份予員工
otc,False,253,5371,中光電,97/02/18,1,"9,621,337,354","20,000,000",26.80,55.00,97/02/19,97/04/18,Y,,0,,0.00,0,0.00,0.00,因原訂買回期間公司股價穩定，為顧及股東權益及考量員工未來認股意願，故本次買回本公司普通股股份轉讓予員工案未執行。,轉讓股份予員工
otc,False,253,5371,中光電,97/06/13,1,"8,347,421,911","20,000,000",25.10,56.80,97/06/16,97/08/15,Y,,0,,0.00,0,0.00,0.00,執行庫藏股期間本公司股價與大盤相較並無超跌情形，為兼顧市場機制及維護股東權益，故本次買回本公司普通股股份轉讓予員工案未執行。,轉讓股份予員工
otc,False,253,5371,中光電,98/04/17,1,"10,081,653,462","20,000,000",15.80,34.55,98/04/20,98/06/19,Y,,"10,209,000","10,209,000",51.05,"288,508,187",28.26,1.41,執行庫藏股期間本公司股價呈穩定上升趨勢，為兼顧市場機制及維護股東權益，採取低接不追高之原則，故本次買回本公司普通股股份轉讓予員工案未執行完畢。,轉讓股份予員工
otc,False,253,5371,中光電,100/07/14,1,"10,813,792,364","30,000,000",23.59,66.06,100/07/15,100/09/14,Y,,"3,000,000","3,000,000",10.00,"76,511,455",25.50,0.41,因兼顧市場機制、股東權益及考量股價變化，故未予以全部執行完畢。,轉讓股份予員工
otc,False,253,5371,中光電,110/02/08,3,"16,936,478,137","43,442,000",30.10,60.74,110/02/17,110/04/08,Y,,"43,442,000","43,442,000",100.00,"2,102,777,183",48.40,10.00,,維護公司信用及股東權益並辦理註銷
otc,True,累計,5371,中光電,----,----,----,"168,442,000",----,----,----,----,----,,"62,482,000","62,482,000",37.09,"2,606,189,805",----,----,----,----
otc,False,254,5381,光譜,93/12/13,1,"204,412,959","10,000,000",7.35,16.89,93/12/14,94/02/13,Y,,"500,000","500,000",5.00,"3,750,000",7.50,0.26,執行期間股價回穩，為顧及員工未來認購意願，故未予以全部執行完,轉讓股份予員工
otc,False,254,5381,光譜,95/10/03,1,"37,248,882","3,200,000",4.89,10.28,95/10/04,95/12/03,Y,,"3,200,000","3,200,000",100.00,"27,578,300",8.62,1.28,,轉讓股份予員工
otc,True,累計,5381,光譜,----,----,----,"13,200,000",----,----,----,----,----,,"3,700,000","3,700,000",28.03,"31,328,300",----,----,----,----
otc,False,255,5386,青雲,89/10/06,1,"43,410,971","1,000,000",7.84,18.90,89/10/07,89/11/06,Y,,"1,000,000","1,000,000",100.00,"9,328,000",9.33,3.16,,轉讓股份予員工
otc,False,255,5386,青雲,92/10/28,1,"125,401,265","400,000",14.70,30.00,92/10/29,92/12/28,Y,,"400,000","400,000",100.00,"8,187,800",20.47,0.79,,轉讓股份予員工
otc,False,255,5386,青雲,93/04/26,1,"86,077,438","240,000",12.50,27.00,93/04/27,93/06/26,Y,,"240,000","240,000",100.00,"3,450,800",14.38,0.46,9000股未轉讓員工,轉讓股份予員工
otc,True,累計,5386,青雲,----,----,----,"1,640,000",----,----,----,----,----,,"1,640,000","1,640,000",100.00,"20,966,600",----,----,----,----
otc,False,256,5392,能率,95/08/10,1,"40,817,000","750,000",36.00,54.00,95/08/11,95/10/10,Y,,"750,000",,100.00,"31,231,205",41.64,1.38,,轉讓股份予員工
